Time,Latitude,Longitude
0,35.211037,-97.438866
5,35.222366,-97.45298
10,35.261436,-97.47378
15,35.26264,-97.47451
20,35.26264,-97.47452
25,35.265636,-97.47737
30,35.340107,-97.49224
35,35.41994,-97.48859
40,35.458927,-97.532814
45,35.46053,-97.63156
50,35.47257,-97.733025
55,35.50106,-97.83077
60,35.501316,-97.94165
65,35.52991,-98.05189
70,35.530773,-98.16442
75,35.53605,-98.273796
80,35.529335,-98.38426
85,35.529556,-98.50059
90,35.536488,-98.61419
95,35.52057,-98.72248
100,35.520123,-98.835945
105,35.502594,-98.94335
110,35.48013,-99.05
115,35.455364,-99.15439
120,35.421776,-99.25842
125,35.418236,-99.37201
130,35.386204,-99.46552
135,35.35438,-99.56418
140,35.281994,-99.62334
145,35.264923,-99.64069
150,35.264828,-99.64063
155,35.264828,-99.64063
160,35.265366,-99.641396
165,35.265354,-99.641365
170,35.261745,-99.70875
175,35.22985,-99.81576
180,35.22901,-99.93259
185,35.226913,-100.04783
190,35.226994,-100.16126
195,35.227936,-100.273575
200,35.227097,-100.38638
205,35.227123,-100.501236
210,35.227234,-100.616295
215,35.21526,-100.72818
220,35.18048,-100.82745
225,35.183147,-100.94029
230,35.191074,-101.05415
235,35.20764,-101.16036
240,35.20778,-101.27551
245,35.21894,-101.3877
250,35.221462,-101.50236
255,35.210842,-101.61481
260,35.192883,-101.72446
265,35.192505,-101.83214
270,35.18705,-101.93409
275,35.19103,-102.0468
280,35.20729,-102.16088
285,35.215508,-102.27381
290,35.236897,-102.38758
295,35.25755,-102.4985
300,35.272945,-102.61296
305,35.268818,-102.72919
310,35.23683,-102.838425
315,35.199734,-102.94564
320,35.18343,-103.05836
325,35.152092,-103.16747
330,35.115257,-103.27495
335,35.124714,-103.38775
340,35.17315,-103.485535
345,35.172768,-103.597244
350,35.157658,-103.70217
355,35.159042,-103.70167
360,35.1594,-103.70179
365,35.147926,-103.79331
370,35.11999,-103.900314
375,35.10943,-104.01425
380,35.07985,-104.12585
385,35.068653,-104.24071
390,35.050274,-104.35422
395,35.01251,-104.46095
400,34.98116,-104.57047
405,34.946884,-104.677124
410,34.968815,-104.78602
415,34.971947,-104.9009
420,34.978043,-105.0195
425,34.983997,-105.13808
430,34.989727,-105.254524
435,34.995377,-105.37156
440,35.003674,-105.48722
445,35.004974,-105.60317
450,35.007736,-105.715706
455,35.00534,-105.83373
460,35.00497,-105.95072
465,35.01412,-106.06854
470,35.057503,-106.17382
475,35.09917,-106.279816
480,35.090717,-106.375015
485,35.063335,-106.47117
490,35.098923,-106.5718
495,35.10553,-106.68067
500,35.07083,-106.776596
505,35.045906,-106.8863
510,35.02006,-106.99906
515,34.98517,-107.10871
520,34.991684,-107.22471
525,35.01878,-107.32942
530,35.02692,-107.424614
535,35.038475,-107.48917
540,35.054356,-107.51964
545,35.075836,-107.61857
550,35.06721,-107.73006
555,35.12122,-107.82515
560,35.186462,-107.90316
565,35.26172,-107.975784
570,35.34959,-108.01797
575,35.38251,-108.12621
580,35.399746,-108.23943
585,35.43515,-108.33768
590,35.48043,-108.43657
595,35.51404,-108.548515
600,35.529408,-108.663994
605,35.524555,-108.774
610,35.50563,-108.8337
615,35.497463,-108.853386
620,35.451485,-108.95172
625,35.37906,-109.02424
630,35.312267,-109.10332
635,35.28295,-109.21075
640,35.237488,-109.30385
645,35.19684,-109.406654
650,35.150784,-109.50751
655,35.105118,-109.6093
660,35.080444,-109.72176
665,35.068146,-109.7799
670,35.069187,-109.79315
675,35.01385,-109.80117
680,34.954987,-109.78798
685,34.906696,-109.78607
690,34.86387,-109.791916
695,34.86426,-109.79055
700,34.864555,-109.788216
705,34.865463,-109.7886
710,34.865383,-109.79059
715,34.86386,-109.791916
720,34.86384,-109.7919
725,34.863865,-109.79192
730,34.864246,-109.79217
735,34.91357,-109.78531
740,34.961876,-109.79239
745,34.97666,-109.793625
750,35.035652,-109.80047
755,35.082973,-109.79599
760,35.05457,-109.79178
765,35.0032,-109.888664
770,34.990112,-110.00253
775,34.957638,-110.109436
780,34.906662,-110.18439
785,34.934166,-110.27489
790,34.96058,-110.37771
795,34.97238,-110.49292
800,35.002277,-110.604546
805,35.03955,-110.70563
810,35.062527,-110.81819
815,35.094273,-110.92995
820,35.104668,-110.99273
825,35.104343,-110.993546
830,35.104343,-110.993546
835,35.104343,-110.993546
840,35.104343,-110.993546
845,35.104343,-110.993546
850,35.104343,-110.993546
855,35.104343,-110.993546
860,35.10435,-110.99352
865,35.11046,-111.03123
870,35.120113,-111.148506
875,35.156322,-111.25748
880,35.185356,-111.36597
885,35.20228,-111.479034
890,35.218845,-111.567505
895,35.173252,-111.64842
900,35.198456,-111.74428
905,35.244923,-111.84041
910,35.252636,-111.952156
915,35.264534,-112.062195
920,35.264168,-112.175354
925,35.222134,-112.2726
930,35.21601,-112.386925
935,35.220924,-112.50261
940,35.23391,-112.619255
945,35.265907,-112.72451
950,35.297054,-112.8323
955,35.321728,-112.93988
960,35.292442,-113.043144
965,35.269684,-113.146935
970,35.22194,-113.24443
975,35.191174,-113.34419
980,35.185463,-113.45379
985,35.15884,-113.55959
990,35.161694,-113.6727
995,35.17436,-113.7846
1000,35.19728,-113.89282
1005,35.199104,-113.90408
1010,35.20313,-113.93608
1015,35.217224,-114.017426
1020,35.202682,-114.08512
1025,35.255993,-114.15707
1030,35.32717,-114.20873
1035,35.398876,-114.2606
1040,35.471317,-114.3119
1045,35.544163,-114.36227
1050,35.61536,-114.41524
1055,35.686275,-114.468666
1060,35.76157,-114.50767
1065,35.83039,-114.56158
1070,35.892445,-114.623856
1075,35.96399,-114.66869
1080,36.014523,-114.74556
1085,35.96934,-114.79574
1090,35.937847,-114.87043
1095,35.996952,-114.93764
1100,36.03291,-115.02199
1105,36.023804,-115.117256
1110,36.06805,-115.18027
1115,36.069122,-115.18126
1120,36.03248,-115.20836
1125,36.020348,-115.27882
1130,36.029797,-115.331024
1135,36.014374,-115.42356
1140,36.015987,-115.502815
1145,36.006207,-115.6049
1150,36.036285,-115.70814
1155,36.092716,-115.80056
1160,36.14693,-115.8897
1165,36.188156,-115.96205
1170,36.208908,-115.98398
1175,36.233288,-115.99882
1180,36.263866,-116.03778
1185,36.265484,-116.106544
1190,36.289112,-116.17352
1195,36.32116,-116.24357
1200,36.349705,-116.31669
1205,36.31396,-116.39126
1210,36.303677,-116.46438
1215,36.318867,-116.54943
1220,36.34958,-116.63015
1225,36.366634,-116.703125
1230,36.40373,-116.77915
1235,36.451443,-116.84898
1240,36.394463,-116.84782
1245,36.306374,-116.816284
1250,36.285137,-116.80394
1255,36.270576,-116.78756
1260,36.230118,-116.767105
1265,36.230083,-116.76711
1270,36.230637,-116.77202
1275,36.230732,-116.77303
1280,36.23175,-116.77343
1285,36.231503,-116.773254
1290,36.23007,-116.76706
1295,36.230053,-116.76716
1300,36.230076,-116.767166
1305,36.230114,-116.767166
1310,36.230053,-116.76722
1315,36.230103,-116.767075
1320,36.230038,-116.76714
1325,36.230152,-116.76719
1330,36.230076,-116.767105
1335,36.23015,-116.76728
1340,36.23003,-116.76716
1345,36.230007,-116.767204
1350,36.23012,-116.767136
1355,36.229927,-116.76703
1360,36.230083,-116.76718
1365,36.23014,-116.76705
1370,36.23015,-116.7672
1375,36.230045,-116.76716
1380,36.230095,-116.76715
1385,36.230175,-116.76715
1390,36.230106,-116.76715
1395,36.23009,-116.76707
1400,36.230083,-116.76708
1405,36.23004,-116.76715
1410,36.230034,-116.76723
1415,36.23019,-116.76709
1420,36.22995,-116.767204
1425,36.23004,-116.76715
1430,36.23007,-116.767204
1435,36.230103,-116.76715
1440,36.230003,-116.76722
1445,36.229984,-116.7672
1450,36.230034,-116.76717
1455,36.230038,-116.76723
1460,36.230007,-116.76717
1465,36.230083,-116.76712
1470,36.23006,-116.76707
1475,36.230133,-116.76711
1480,36.22993,-116.76698
1485,36.230072,-116.767075
1490,36.23016,-116.76717
1495,36.230103,-116.7672
1500,36.22998,-116.76705
1505,36.2301,-116.76716
1510,36.230087,-116.76709
1515,36.230103,-116.76717
1520,36.230103,-116.76713
1525,36.230083,-116.767166
1530,36.230114,-116.76709
1535,36.23011,-116.76711
1540,36.230022,-116.76738
1545,36.23015,-116.76695
1550,36.230053,-116.76722
1555,36.22998,-116.7672
1560,36.23002,-116.76717
1565,36.23006,-116.767235
1570,36.230034,-116.76725
1575,36.230057,-116.76722
1580,36.230007,-116.76721
1585,36.230045,-116.76721
1590,36.229942,-116.7672
1595,36.23008,-116.767204
1600,36.23003,-116.76703
1605,36.230167,-116.7673
1610,36.23006,-116.76718
1615,36.230133,-116.76721
1620,36.230007,-116.76709
1625,36.230038,-116.76723
1630,36.23012,-116.76729
1635,36.22998,-116.76701
1640,36.229935,-116.76708
1645,36.23001,-116.76714
1650,36.230053,-116.76708
1655,36.22995,-116.767105
1660,36.230263,-116.76726
1665,36.230125,-116.76729
1670,36.22984,-116.76691
1675,36.229797,-116.76701
1680,36.25306,-116.77418
1685,36.278088,-116.79948
1690,36.297565,-116.81334
1695,36.29563,-116.81626
1700,36.28585,-116.82615
1705,36.28591,-116.826065
1710,36.28578,-116.82608
1715,36.285908,-116.826225
1720,36.28589,-116.82611
1725,36.285812,-116.82614
1730,36.285824,-116.82618
1735,36.28586,-116.826256
1740,36.291344,-116.822105
1745,36.333366,-116.811485
1750,36.35959,-116.79857
1755,36.361412,-116.802505
1760,36.361412,-116.802505
1765,36.361412,-116.802505
1770,36.367325,-116.80879
1775,36.3838,-116.82697
1780,36.400963,-116.84682
1785,36.45126,-116.84924
1790,36.413155,-116.80068
1795,36.37927,-116.738365
1800,36.37464,-116.67706
1805,36.343292,-116.60767
1810,36.308952,-116.52764
1815,36.304104,-116.43964
1820,36.26695,-116.434654
1825,36.209507,-116.38549
1830,36.15767,-116.32083
1835,36.080593,-116.29445
1840,36.00465,-116.28386
1845,35.94126,-116.26947
1850,35.8738,-116.27997
1855,35.812424,-116.33258
1860,35.75028,-116.3161
1865,35.674477,-116.29933
1870,35.6115,-116.25705
1875,35.55425,-116.19063
1880,35.47801,-116.16663
1885,35.406193,-116.12964
1890,35.340645,-116.08297
1895,35.278362,-116.067566
1900,35.277092,-116.05746
1905,35.277435,-116.05724
1910,35.277443,-116.057205
1915,35.27704,-116.05753
1920,35.27701,-116.05759
1925,35.27701,-116.05759
1930,35.27701,-116.05759
1935,35.27701,-116.05759
1940,35.29535,-116.02766
1945,35.350315,-115.94026
1950,35.389656,-115.84117
1955,35.422226,-115.7356
1960,35.43792,-115.67127
1965,35.42799,-115.6604
1970,35.374046,-115.60065
1975,35.31559,-115.55215
1980,35.25396,-115.51247
1985,35.19076,-115.503105
1990,35.116493,-115.54092
1995,35.053482,-115.60053
2000,35.009098,-115.65334
2005,34.936665,-115.64606
2010,34.86496,-115.63891
2015,34.79227,-115.61016
2020,34.7336,-115.668236
2025,34.658787,-115.67574
2030,34.581535,-115.64514
2035,34.559036,-115.70689
2040,34.530083,-115.74425
2045,34.44205,-115.73169
2050,34.35994,-115.69054
2055,34.271507,-115.7149
2060,34.182064,-115.72946
2065,34.1655,-115.82143
2070,34.1656,-115.91677
2075,34.136475,-115.972946
2080,34.11851,-116.03669
2085,34.066654,-116.024345
2090,34.01473,-116.03119
2095,33.99835,-116.05989
2100,33.99216,-116.06833
2105,34.00543,-116.08277
2110,33.99217,-116.07474
2115,34.0197,-116.02048
2120,33.977848,-116.007355
2125,33.935196,-115.963715
2130,33.92511,-115.92798
2135,33.925488,-115.91432
2140,33.908733,-115.85745
2145,33.90174,-115.83484
2150,33.902016,-115.83491
2155,33.87425,-115.80753
2160,33.82953,-115.75937
2165,33.801086,-115.78137
2170,33.78511,-115.79542
2175,33.754406,-115.82157
2180,33.754406,-115.82158
2185,33.75442,-115.82156
2190,33.75442,-115.82156
2195,33.75442,-115.82156
2200,33.726696,-115.8214
2205,33.68641,-115.80227
2210,33.68141,-115.80185
2215,33.68141,-115.80185
2220,33.68141,-115.80185
2225,33.68141,-115.80185
2230,33.66317,-115.802185
2235,33.662468,-115.70518
2240,33.672157,-115.59767
2245,33.692783,-115.49539
2250,33.710464,-115.38419
2255,33.693287,-115.280914
2260,33.66474,-115.18451
2265,33.632217,-115.077126
2270,33.60583,-114.96963
2275,33.60911,-114.856544
2280,33.608963,-114.74493
2285,33.6065,-114.63103
2290,33.602665,-114.52134
2295,33.629536,-114.414925
2300,33.65019,-114.30695
2305,33.657475,-114.24076
2310,33.657436,-114.24099
2315,33.65751,-114.24075
2320,33.666622,-114.18872
2325,33.678802,-114.07494
2330,33.65608,-113.96581
2335,33.642235,-113.85104
2340,33.626167,-113.73683
2345,33.609264,-113.623024
2350,33.59238,-113.510124
2355,33.575394,-113.39722
2360,33.558296,-113.28439
2365,33.54104,-113.171616
2370,33.519,-113.06179
2375,33.499966,-112.94969
2380,33.47535,-112.83888
2385,33.451378,-112.732155
2390,33.427357,-112.6244
2395,33.452137,-112.53289
2400,33.46139,-112.43399
2405,33.457626,-112.32885
2410,33.462376,-112.22357
2415,33.461784,-112.1184
2420,33.44052,-112.037544
2425,33.394547,-111.967735
2430,33.305595,-111.97232
2435,33.22863,-111.92768
2440,33.153183,-111.869385
2445,33.07286,-111.80757
2450,33.041565,-111.785065
2455,33.041565,-111.785065
2460,33.041565,-111.785065
2465,33.041565,-111.785065
2470,33.041565,-111.785065
2475,33.041565,-111.785065
2480,33.041565,-111.785065
2485,33.041565,-111.785065
2490,33.041565,-111.785065
2495,33.041565,-111.785065
2500,33.041565,-111.785065
2505,33.041565,-111.785065
2510,33.041565,-111.785065
2515,33.041626,-111.785095
2520,33.041584,-111.785065
2525,33.041573,-111.78507
2530,33.041576,-111.78505
2535,33.04157,-111.78506
2540,33.041603,-111.785034
2545,33.041637,-111.78514
2550,33.04135,-111.78514
2555,33.04152,-111.78504
2560,33.04158,-111.78502
2565,33.041584,-111.784996
2570,33.0416,-111.78501
2575,33.04153,-111.785
2580,33.04159,-111.78505
2585,33.04156,-111.78506
2590,33.04157,-111.78501
2595,33.04157,-111.78504
2600,33.041534,-111.78503
2605,33.041542,-111.78502
2610,33.041527,-111.78499
2615,33.041508,-111.78505
2620,33.04152,-111.78504
2625,33.041573,-111.785
2630,33.041546,-111.78503
2635,33.041546,-111.78503
2640,33.041584,-111.78507
2645,33.04147,-111.785
2650,33.041534,-111.78504
2655,33.041588,-111.78501
2660,33.041584,-111.785065
2665,33.041534,-111.78501
2670,33.041603,-111.785
2675,33.041615,-111.785034
2680,33.041515,-111.78503
2685,33.0416,-111.78509
2690,33.041447,-111.78504
2695,33.041584,-111.78507
2700,33.041576,-111.7851
2705,33.041496,-111.784996
2710,33.04157,-111.78506
2715,33.0416,-111.785
2720,33.0416,-111.785034
2725,33.04156,-111.78508
2730,33.041584,-111.785034
2735,33.04157,-111.78504
2740,33.041996,-111.78496
2745,33.041584,-111.78506
2750,33.00783,-111.757
2755,32.929577,-111.69405
2760,32.8387,-111.686325
2765,32.773582,-111.61383
2770,32.732372,-111.54987
2775,32.732304,-111.54982
2780,32.732388,-111.54981
2785,32.720474,-111.508286
2790,32.66496,-111.41787
2795,32.595615,-111.34184
2800,32.51719,-111.27617
2805,32.449245,-111.19842
2810,32.385483,-111.11496
2815,32.319378,-111.04902
2820,32.25206,-110.994385
2825,32.181313,-110.951904
2830,32.134712,-110.8889
2835,32.139374,-110.84116
2840,32.16289,-110.82402
2845,32.164925,-110.77272
2850,32.179935,-110.736595
2855,32.18721,-110.7302
2860,32.187477,-110.7302
2865,32.18773,-110.72994
2870,32.18743,-110.73022
2875,32.187126,-110.73113
2880,32.187107,-110.73118
2885,32.18988,-110.731415
2890,32.19237,-110.7317
2895,32.20163,-110.72346
2900,32.191612,-110.70754
2905,32.17232,-110.72005
2910,32.180035,-110.735954
2915,32.135223,-110.734245
2920,32.105015,-110.77279
2925,32.070984,-110.772835
2930,32.018173,-110.70728
2935,31.992426,-110.60544
2940,31.971985,-110.49282
2945,31.962994,-110.38679
2950,31.968458,-110.27919
2955,31.993864,-110.172485
2960,32.04461,-110.09061
2965,32.119095,-110.01746
2970,32.18527,-109.934395
2975,32.25346,-109.85383
2980,32.324265,-109.77569
2985,32.359722,-109.672485
2990,32.340847,-109.565895
2995,32.317238,-109.45715
3000,32.295387,-109.3461
3005,32.26584,-109.23682
3010,32.24504,-109.12553
3015,32.22377,-109.01475
3020,32.26137,-108.912704
3025,32.31627,-108.81733
3030,32.35501,-108.73802
3035,32.353775,-108.73596
3040,32.353848,-108.735565
3045,32.34714,-108.72578
3050,32.320934,-108.62244
3055,32.266502,-108.53031
3060,32.210472,-108.43708
3065,32.18676,-108.33596
3070,32.207863,-108.22487
3075,32.22548,-108.11198
3080,32.24058,-107.99857
3085,32.2549,-107.88509
3090,32.268852,-107.77167
3095,32.28342,-107.66925
3100,32.277103,-107.55603
3105,32.243874,-107.44737
3110,32.243378,-107.33558
3115,32.24106,-107.22082
3120,32.251205,-107.10633
3125,32.263855,-106.99192
3130,32.28069,-106.887726
3135,32.286903,-106.78527
3140,32.291393,-106.74
3145,32.358715,-106.756805
3150,32.399723,-106.67243
3155,32.431053,-106.5814
3160,32.437847,-106.488846
3165,32.483917,-106.40222
3170,32.561283,-106.34154
3175,32.638638,-106.28073
3180,32.71591,-106.21985
3185,32.774055,-106.17681
3190,32.790497,-106.19504
3195,32.816895,-106.26296
3200,32.81692,-106.26299
3205,32.817135,-106.262665
3210,32.816875,-106.26298
3215,32.823532,-106.271736
3220,32.82357,-106.271736
3225,32.819115,-106.270836
3230,32.799168,-106.25177
3235,32.788635,-106.19119
3240,32.779366,-106.17226
3245,32.77936,-106.17226
3250,32.803436,-106.12345
3255,32.84268,-106.04002
3260,32.87097,-105.97001
3265,32.91982,-105.97005
3270,32.982307,-105.98336
3275,33.057335,-106.01388
3280,33.104816,-106.04153
3285,33.182926,-106.05248
3290,33.262142,-106.065605
3295,33.340942,-106.08289
3300,33.420807,-106.06781
3305,33.49992,-106.04835
3310,33.564453,-105.991
3315,33.615314,-105.91569
3320,33.647533,-105.86943
3325,33.64684,-105.8709
3330,33.678143,-105.913925
3335,33.738663,-105.972084
3340,33.74858,-106.062386
3345,33.774708,-106.14878
3350,33.80759,-106.22465
3355,33.852722,-106.29814
3360,33.889004,-106.3761
3365,33.87786,-106.47024
3370,33.87974,-106.56519
3375,33.884068,-106.660164
3380,33.892216,-106.754234
3385,33.917713,-106.84218
3390,33.959152,-106.88672
3395,34.0506,-106.88741
3400,34.14095,-106.91208
3405,34.231724,-106.91673
3410,34.319607,-106.883896
3415,34.40593,-106.848015
3420,34.493294,-106.81272
3425,34.585278,-106.790375
3430,34.679703,-106.79494
3435,34.775272,-106.77765
3440,34.864567,-106.73781
3445,34.948185,-106.694786
3450,35.01768,-106.63901
3455,35.098778,-106.63155
3460,35.084217,-106.53556
3465,35.06465,-106.43225
3470,35.086555,-106.37923
3475,35.10204,-106.2892
3480,35.06172,-106.186165
3485,35.018745,-106.08286
3490,35.011284,-106.04373
3495,35.010887,-106.04384
3500,35.010998,-106.04371
3505,35.01096,-106.04379
3510,35.010933,-106.043816
3515,35.01096,-106.04382
3520,35.01094,-106.04377
3525,35.01096,-106.04378
3530,35.010933,-106.04378
3535,35.004818,-106.015854
3540,35.00609,-105.899414
3545,35.004673,-105.78624
3550,35.008766,-105.67328
3555,35.00192,-105.55645
3560,34.99847,-105.44078
3565,34.99283,-105.32336
3570,34.987095,-105.206085
3575,34.98133,-105.08857
3580,34.97534,-104.971245
3585,34.96946,-104.85658
3590,34.96297,-104.739525
3595,34.95122,-104.63201
3600,34.99971,-104.530914
3605,35.02654,-104.42007
3610,35.05913,-104.311066
3615,35.067062,-104.194984
3620,35.090546,-104.08166
3625,35.12066,-103.97067
3630,35.122864,-103.857
3635,35.153194,-103.75005
3640,35.172287,-103.63932
3645,35.173195,-103.52147
3650,35.136402,-103.41746
3655,35.112343,-103.306694
3660,35.141876,-103.19605
3665,35.177612,-103.08658
3670,35.19005,-102.97201
3675,35.227528,-102.86345
3680,35.260284,-102.75368
3685,35.272007,-102.63823
3690,35.26207,-102.521935
3695,35.237892,-102.410286
3700,35.219276,-102.2952
3705,35.20893,-102.17863
3710,35.1912,-102.06381
3715,35.187267,-101.95046
3720,35.19488,-101.85189
3725,35.192646,-101.75671
3730,35.20688,-101.65465
3735,35.220783,-101.549095
3740,35.221508,-101.43015
3745,35.218758,-101.38193
3750,35.218758,-101.38195
3755,35.218758,-101.381905
3760,35.20756,-101.30746
3765,35.20742,-101.188484
3770,35.195103,-101.077545
3775,35.18296,-100.96053
3780,35.180588,-100.84333
3785,35.215202,-100.73993
3790,35.228306,-100.62566
3795,35.22682,-100.50602
3800,35.226845,-100.38822
3805,35.228214,-100.27021
3810,35.226704,-100.15347
3815,35.226658,-100.035866
3820,35.226524,-99.91888
3825,35.229805,-99.79967
3830,35.26199,-99.69169
3835,35.311752,-99.6138
3840,35.375786,-99.52984
3845,35.38561,-99.414635
3850,35.421497,-99.316475
3855,35.431335,-99.20518
3860,35.48004,-99.10765
3865,35.495213,-98.99589
3870,35.516083,-98.886284
3875,35.522167,-98.77151
3880,35.53626,-98.66009
3885,35.533955,-98.54406
3890,35.529255,-98.42456
3895,35.523224,-98.307785
3900,35.529083,-98.19298
3905,35.529682,-98.07501
3910,35.50112,-97.94396
3915,35.460094,-97.617805
3920,35.456818,-97.50887
3925,35.397976,-97.49521
3930,35.320084,-97.49012
3935,35.262207,-97.474625
3940,35.260788,-97.47337
